comment,idea_id,task_id,user_id,created_at,processed,polarity,subjectivity_score,sentiment,sentiment_corenlp,subjectivity_score_corenlp,subjectivity,profanity,named_entities_corenlp,named_entities
It does help to paint well thought out lines on the streets,15,12,60,8/30/2017 15:55,help paint well thought lines streets,0,0,Positive,"Positive,","3,",Fact,0.04145477,,[]
"A marketplace is open to all and an egalatarian hub of community activities. The Barrio/East Village could use more of this to go with the commercial and residential redevelopment. All are required for a vibrant, desireable city.",35,16,121,8/30/2017 16:53,marketplace open egalatarian hub community activities barrio east_village go commercial residential redevelopment required vibrant desireable city,0.166666667,0.333333333,Positive,"Positive,Positive,Positive,","3,3,3,",Fact,0.036153687,,['East Village']
Proximity to the trolley line and other transit options will greatly enhance the viability of the market and therefore the success of the neighborhood. The patrons wont be limited to residents.,35,15,121,8/30/2017 16:54,proximity trolley line transit options greatly enhance viability market therefore success neighborhood patrons wont limited residents,0.225892857,0.316964286,Positive,"Negative,Negative,","1,1,",Fact,0.026229294,,[]
Extremely feasible,35,6,121,8/30/2017 16:54,extremely feasible,-0.125,1,Negative,"Neutral,","2,",Opinion,0.103094713,,[]
"towers are insular with typically minimal street presence of mixed uses - sporadically placed, not dense enough to draw shoppers well. Not create public solutions and we have enough of that already.",1,17,121,8/30/2017 16:56,towers insular typically minimal street presence mixed uses sporadically placed dense enough draw shoppers well create public solutions enough already,-0.02,0.383333333,Negative,"Neutral,Neutral,","2,2,",Fact,0.08661722,,[]
"mobility would only be aeffected for those living and working in the tower, not for the community as a whole.",1,15,121,8/30/2017 16:57,mobility aeffected living working tower community whole,0.1,0.7,Positive,"Negative,","1,",Opinion,0.041328885,,[]
"If a tower is to be considered, the height limitations selected should be chosen based on their impact to both communities.  Very tall structures in an otherwise low area create divisions both formally and urbanistically.",1,5,121,8/30/2017 16:59,tower considered height limitations selected chosen based impact communities tall structures otherwise low area create divisions formally urbanistically,0.1,0.3,Positive,"Negative,Negative,","1,1,",Fact,0.020188451,,[]
"Could be good for residents of the tower, probably not so good for everyone else.",1,16,121,8/30/2017 16:59,good residents tower probably good everyone else,0.7,0.6,Positive,"Negative,","1,",Opinion,0.053641245,,[]
usually are mere novelties,6,16,121,8/30/2017 17:00,usually mere novelties,-0.375,0.375,Negative,"Neutral,","2,",Fact,0.12556161,,[]
It is good to review and recognize successful attempts in other cities to enliven the public landscape. Understanding reasons for success is paramount.,6,5,121,8/30/2017 17:01,good review recognize successful attempts cities enliven public landscape understanding reasons success paramount,0.325,0.398333333,Positive,"Positive,Positive,","3,3,",Fact,0.040958831,,[]
Probably not. Depends on what.,6,12,121,8/30/2017 17:01,probably depends,0,0,Positive,"Neutral,Neutral,","2,2,",Fact,0.074525352,,[]
"Maybe would have a positive impact culturally, a viable market would do so to a greater and more significant way though.",6,14,121,8/30/2017 17:02,maybe positive impact culturally viable market greater significant way though,0.340454545,0.504090909,Positive,"Negative,","1,",Opinion,0.126713713,,[]
Interactive art is generally visited once for the novelty of it and then just remembered.,6,17,121,8/30/2017 17:03,interactive art generally visited novelty remembered,0.05,0.5,Positive,"Negative,","1,",Opinion,0.091082059,"DATE-once,",[]
"its a traffic circulation element, not a place. not about human interactions at all.",3,17,121,8/30/2017 17:05,traffic circulation element place human interactions,0,0.1,Positive,"Negative,Negative,","1,1,",Fact,0.09505183,,[]
"Auto traffic is improved, all else is negatively impacted.",3,15,121,8/30/2017 17:05,auto traffic improved else negatively impacted,-0.3,0.4,Negative,"Positive,","3,",Fact,0.151883426,,[]
safety neutral,3,14,121,8/30/2017 17:06,safety neutral,0,0,Positive,"Neutral,","2,",Fact,0.105034202,"IDEOLOGY-neutral,",[]
Th Highline Park in NYC is very successful at connecting existing well established neighborhoods. I doubt would be effective in fostering growth and community.,22,5,121,8/30/2017 17:07,th highline park nyc successful connecting existing well established neighborhoods doubt effective fostering growth community,0.7875,0.9,Positive,"Negative,Negative,","1,1,",Opinion,0.039915813,"LOCATION-Highline Park,","['Highline Park', 'NYC']"
The uniqueness of space created would be very positive and desirable. Homeless issue could prove challenging.,22,17,121,8/30/2017 17:10,uniqueness space created positive desirable homeless issue prove challenging,0.397727273,0.854545455,Positive,"Negative,Negative,","1,1,",Opinion,0.140943355,,[]
Homeless attraction would be a bad result and could easily happen.,22,14,121,8/30/2017 17:10,homeless attraction bad result easily happen,-0.133333333,0.75,Negative,"Negative,","1,",Opinion,0.095125346,,[]
you cant!,4,12,121,8/30/2017 17:11,cant,0,0,Positive,"Positive,","3,",Fact,0.120956044,,[]
homeless attraction.,4,14,121,8/30/2017 17:11,homeless attraction,0,0,Positive,"Neutral,","2,",Fact,0.148308102,,[]
"been there, done that. another fountain.",4,17,121,8/30/2017 17:11,done another fountain,0,0,Positive,"Neutral,Neutral,","2,2,",Fact,0.120956044,,[]
neutral solution.,4,15,121,8/30/2017 17:11,neutral solution,0,0,Positive,"Positive,","3,",Fact,0.104905287,"IDEOLOGY-neutral,",[]
neutral solution,4,16,121,8/30/2017 17:12,neutral solution,0,0,Positive,"Neutral,","2,",Fact,0.104905287,"IDEOLOGY-neutral,",[]
the activity and density will create business opportunities that enhane the lives of all residents and visitors.,25,16,121,8/30/2017 17:13,activity density create business opportunities enhane lives residents visitors,0,0,Positive,"Positive,","3,",Fact,0.138176788,,[]
"not very, trolley hub is already close by. Maybe on a small scale combined with market.",25,6,121,8/30/2017 17:13,trolley hub already close maybe small scale combined market,-0.175,0.35,Negative,"Neutral,Neutral,","2,2,",Fact,0.073938983,,[]
Action!,25,17,121,8/30/2017 17:14,action,0.125,0.1,Positive,"Neutral,","2,",Fact,0.108360478,,[]
A solution in search of an idea.,27,10,121,8/30/2017 17:15,solution search idea,0,0,Positive,"Positive,","3,",Fact,0.087033833,,[]
the historical connection is neutral. What activity is supported is more significant.,27,14,121,8/30/2017 17:15,historical connection neutral activity supported significant,0.291666667,0.458333333,Positive,"Positive,Positive,","3,3,",Fact,0.076619533,"IDEOLOGY-neutral,",[]
neutral concept,27,15,121,8/30/2017 17:16,neutral concept,0,0,Positive,"Neutral,","2,",Fact,0.080463633,"IDEOLOGY-neutral,",[]
lots of authority is the only way. sorry to say. Our homeless issues impact all such concepts negatively.,10,12,121,8/30/2017 17:18,lots authority way sorry say homeless issues impact concepts negatively,-0.2,0.725,Negative,"Negative,Negative,Negative,","1,1,1,",Opinion,0.061833991,,[]
attractive nuisance to homeless,10,16,121,8/30/2017 17:18,attractive nuisance homeless,0.8,1,Positive,"Positive,","3,",Opinion,0.242754082,,[]
no reason for me to go,10,17,121,8/30/2017 17:18,reason go,0,0,Positive,"Neutral,","2,",Fact,0.107566872,,[]
I would be 100% interested in an East Village market!,35,10,125,8/30/2017 21:51,interested east_village market,0.3125,0.5,Positive,"Neutral,","2,",Opinion,0.037753638,"PERCENT-100 %,",['East Village']
"Creating a link between Barrio Logan and East Village is a necessity for the positive development of both neighborhoods.  The weekly market is a great idea and requires creating a large plaza area where this can be set up.  It could also serve as an outdoor performance area for locally based musicians, performers and artists.  Ongoing activities at this plaza would be required to keep it activated and of interest to the diverse population of the area.  Maybe a private industry promoter could be hired for this and also take over responsibility for activating Horton Plaza Park which Westfield has failed at.",35,5,124,8/30/2017 21:52,creating link barrio_logan east_village necessity positive development neighborhoods weekly market great_idea requires creating large plaza area set also serve outdoor performance area locally based musicians performers artists ongoing activities plaza required keep activated interest diverse population area maybe private industry promoter hired also take responsibility activating horton plaza park westfield failed,0.123593074,0.399837662,Positive,"Negative,Negative,Negative,Negative,Negative,","1,1,1,1,1,",Fact,0.0078478,"LOCATION-Barrio,CITY-Logan,LOCATION-East Village,ORGANIZATION-Horton Plaza Park Westfield,","['Barrio Logan', 'East Village', 'Horton Plaza Park', 'Westfield']"
Very feasible with right organizations operating it and a funded budget to give the operation the proper grand opening launch and ramp up.  Otherwise it will go the way of the Barrio Logan public market.  A lot will depend on what other development isn't planned for this area.,35,6,124,8/30/2017 21:53,feasible right organizations operating funded budget give operation proper grand opening launch ramp otherwise go way barrio_logan public market lot depend development isn planned area,0.143452381,0.396230159,Positive,"Negative,Negative,Negative,","1,1,1,",Fact,0.008904218,"LOCATION-Barrio,CITY-Logan,",[]
Noted in previous question responses.,35,10,124,8/30/2017 21:54,noted previous question responses,-0.166666667,0.166666667,Negative,"Neutral,","2,",Fact,0.099119119,,[]
"Well it would definitely increase traffic in that area on market days but I do also think it would benefit the mobility in the sense that I think the public transport in that area has a negative reputation because of the large homeless population. By adding the market, that area becomes friendlier, safer, and more people would be attracted to using the public transport.",35,15,125,8/30/2017 21:55,well definitely increase traffic area market days also think benefit mobility sense think public transport area negative reputation large homeless population adding market area becomes friendlier safer people attracted using public transport,0.069047619,0.326984127,Positive,"Negative,Negative,","1,1,",Fact,0.004117906,"DURATION-days,",[]
"The homeless problem has to be dealt with/ removed for there to be any chance of creating an area that has a perception of safety.  We don't want another park like Horton, Children's or Faultline where the only residents enjoying the amenity are our homeless ones,",35,14,124,8/30/2017 21:56,homeless problem dealt removed chance creating area perception safety don want another park like horton children faultline residents enjoying amenity homeless ones,0.25,0.8,Positive,"Negative,Negative,","1,1,",Opinion,0.203444501,"PERSON-Horton,","['Horton,']"
Eliminating auto traffic is not feasible.  The link between Barrio Logan and East Village is needed.,14,10,124,8/30/2017 21:59,eliminating auto traffic feasible link barrio_logan east_village needed,0,0,Positive,"Neutral,Neutral,","2,2,",Fact,0.046164214,"LOCATION-Barrio,CITY-Logan,LOCATION-East Village,","['Barrio Logan', 'East Village']"
"Beautiful, but we already have an iconic pedestrian bridge that doesn't attract pedestrians at Harbor and Petco Park.  Don't see how this activates this important pedestrian area",34,10,124,8/30/2017 22:01,beautiful already iconic pedestrian bridge doesn attract pedestrians harbor petco park don see activates important pedestrian area,0.583333333,0.833333333,Positive,"Neutral,Neutral,","2,2,",Opinion,0.079142283,"LOCATION-Harbor Petco Park,","['Harbor', 'Petco Park']"
"Other than safety for pedestrians crossing the street, what safety feature does it have?",34,14,124,8/30/2017 22:03,safety pedestrians crossing street safety feature,-0.125,0.375,Negative,"Negative,","1,",Fact,0.127102362,,[]
Great concepts,15,15,124,8/30/2017 22:07,great concepts,0.8,0.75,Positive,"Positive,","3,",Opinion,0.09553006,,[]
Almost half of downtown residents have a dog and need pet friendly destinations.  Keep this in mind.,15,10,124,8/30/2017 22:08,almost half downtown residents dog need pet friendly destinations keep mind,0.104166667,0.333333333,Positive,"Positive,Positive,","3,3,",Fact,0.101763744,,[]
None.  It enables pedestrians and vehicles to coexist without building bridges.,3,12,124,8/30/2017 22:09,none enables pedestrians vehicles coexist without building bridges,0,0,Positive,"Negative,Negative,","1,1,",Fact,0.089514627,,[]
Pedestrian crossing as well as confusing vehicle directions will be improved.,3,14,124,8/30/2017 22:10,pedestrian crossing well confusing vehicle directions improved,-0.3,0.4,Negative,"Negative,","1,",Fact,0.113839798,,[]
"We have a trolley transit hub that can be expanded to accommodate other modes.  Don't let it take over this area idea, for pedestrian jumping on point.",25,5,124,8/30/2017 22:13,trolley transit_hub expanded accommodate modes don let take area idea pedestrian jumping point,-0.125,0.375,Negative,"Negative,Negative,","1,1,",Fact,0.034487118,,[]
"Maybe it's part of a plan, but don't see it as a destination.",4,17,124,8/30/2017 22:15,maybe part plan don see destination,0,0,Positive,"Neutral,","2,",Fact,0.087150081,,[]
"As long as it has activation for pedestrians, families, canines and lovers.  Not just another archway sign.",26,5,124,8/30/2017 22:16,long activation pedestrians families canines lovers another archway sign,-0.05,0.4,Negative,"Negative,Negative,","1,1,",Fact,0.054546811,,[]
The current bus terminal area has become a hangout for homeless and loiterers- it does not feel safe and is dirty and smelly,14,15,126,8/30/2017 23:23,current bus terminal area become hangout homeless loiterers feel safe dirty smelly,-0.033333333,0.566666667,Negative,"Negative,","1,",Opinion,0.491331014,"DATE-current,",[]
"If there were vendors and activity encouraging flow it would help decrease individuals from hanging, using drugs, and littering",14,16,126,8/30/2017 23:26,vendors activity encouraging flow help decrease individuals hanging using drugs littering,0,0,Positive,"Neutral,","2,",Fact,0.051695905,"CRIMINAL_CHARGE-drugs,",[]
Fairly - but just like the proposal for a football stadium in San Diego it would involve tax payer buy in- something needs to be done to help the homeless situation.,14,6,126,8/30/2017 23:27,fairly like proposal football stadium san_diego involve tax payer buy something needs done help homeless situation,0.7,0.9,Positive,"Negative,","1,",Opinion,0.024651939,"CITY-San Diego,",['San Diego']
I agree- one of the reasons I like living downtown is that I don't need to get in my car to go every where- however with the homeless situation it is becoming harder to do so with ensuring my safety and feeling the environment is being taken care of and respected.  San Diego has been called americas finest city but it is quickly becoming americas filthiest city with the homeless situation getting more and more out of hand and clearly a public health concern for EVERYONE!,14,10,126,8/30/2017 23:30,agree one reasons like living downtown don need get car go every however homeless situation becoming harder ensuring safety feeling environment taken care respected san_diego called americas finest city quickly becoming americas filthiest city homeless situation getting hand clearly public health concern everyone,0.3,0.461111111,Positive,"Negative,Negative,","1,1,",Fact,0.043452866,"NUMBER-one,CITY-San Diego,",['San Diego']
"Accessing their homes? Do the current living places have on-site security, or a front guard - they would have to stay vigilant.  Plans to protect pedestrians from bicycles? You would create/paint a bike path on the pavement.  How can we raise the money? Fundraising and looking at grant opportunities where you can leverage what's raised.",15,12,128,8/31/2017 16:18,accessing homes current living places site security front guard stay vigilant plans protect pedestrians bicycles create paint bike path pavement raise money fundraising looking grant opportunities leverage raised,0,0.4,Positive,"Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,","2,2,2,2,2,2,",Fact,0.045775986,"DATE-current,TITLE-guard,",[]
"Very feasible.  It's just about changing creature habits (also work through Circulate San Diego, the Bike Coalition - grassroot groups that receive funding to implement these types of projects).",15,6,128,8/31/2017 16:20,feasible changing creature habits also work circulate san_diego bike coalition grassroot groups receive funding implement types projects,0.2,0.3,Positive,"Negative,Negative,","1,1,",Fact,0.02925426,"LOCATION-Circulate,CITY-San Diego,","['Circulate San Diego', 'Bike Coalition']"
Would have to respect age/ability/and why the person who walks is - do they live downtown and not need a car? Do they work downtown and not move their car during the day? Are they tourists that are taking car services? Are they greater-San Diego residents just visiting for a day and need a car park to be able to walk?,15,5,128,8/31/2017 16:21,respect age ability person walks live downtown need car work downtown move car day tourists taking car services greater san_diego residents visiting day need car park able walk,0.318181818,0.5625,Positive,"Negative,Negative,Negative,Negative,","1,1,1,1,",Opinion,0.031504959,"DATE-the day,MISC-greater-San Diego,DURATION-a day,",['San Diego']
Suggest to work with the East Village Association in their future planned role-out of a night market,35,17,128,8/31/2017 17:27,suggest work east_village association future planned role night market,0,0.125,Positive,"Neutral,","2,",Fact,0.007416955,"ORGANIZATION-East Village Association,DATE-future,TIME-night,",['the East Village Association']
"Depends on the location, and the activity of the market - if it's only 1x a week in a blight area - there would need to be additional activities the other days of the week",35,14,128,8/31/2017 17:29,depends location activity market 1x week blight area need additional activities days week,-0.0625,0.6875,Negative,"Negative,","1,",Opinion,0.029934942,"DURATION-a week,DATE-the other days of the week,",[]
Historical murals on the bridge...,35,5,128,8/31/2017 17:29,historical murals bridge,0,0,Positive,"Neutral,","2,",Fact,0.109082424,,[]
"would provide the opportunity to get fresh produce, create a neighborhood feel, and meet neighbors",35,12,128,8/31/2017 17:30,provide opportunity get fresh produce create neighborhood feel meet neighbors,0.3,0.5,Positive,"Positive,","3,",Opinion,0.041816615,,[]
It would beautify a blight area; allow the opportunity to involve the schools/universities into the project,2,16,128,8/31/2017 17:31,beautify blight area allow opportunity involve schools universities project,0,0,Positive,"Neutral,","2,",Fact,0.026744959,,[]
"It would make a safer \bridge\"" in traveling to the Barrio Logan.""",2,17,128,8/31/2017 17:33,make safer bridge traveling barrio_logan,0,0,Positive,"Neutral,","2,",Fact,0.073893063,"LOCATION-Barrio,CITY-Logan,",['the Barrio Logan']
Ideally it would help alleviate the tent camps,2,14,128,8/31/2017 17:33,ideally help alleviate tent camps,0.9,1,Positive,"Neutral,","2,",Opinion,0.071938407,,[]
"Reach out to the School system (i.e. FIDM, NewSchool, Community College, soon-to-be UCSD)",2,12,128,8/31/2017 17:35,reach school system fidm newschool community college soon ucsd,0,0,Positive,"Negative,","1,",Fact,0.057908398,"ORGANIZATION-NewSchool Community College UCSD,","['NewSchool, Community College', 'UCSD']"
"This is not a feasible idea - insurance, operation/maintenance, installation costs, permit approval etc.  I would suggest discussing this concept with County Supervisor Roberts office as he is supportive of a SANDAG Balboa-to Downtown Gondola Project.",24,14,128,8/31/2017 17:37,feasible idea insurance operation maintenance installation costs permit approval etc suggest discussing concept county supervisor roberts office supportive sandag balboa downtown gondola project,0.5,1,Positive,"Negative,Negative,","1,1,",Opinion,0.041358699,"TITLE-Supervisor,PERSON-Roberts,","['County Supervisor Roberts', 'SANDAG', 'Downtown Gondola Project']"
"as previously stated - I would be supportive of the gondola idea, not the zipline",24,5,128,8/31/2017 17:39,previously stated supportive gondola idea zipline,0.166666667,0.583333333,Positive,"Negative,","1,",Opinion,0.057997459,"DATE-previously,",[]
"It's dangerous and would need to be partnered with San Diego Tourism Authority *for example, to be able to afford the advertisement, transportation to and from, insurance, staffing, etc.",24,16,128,8/31/2017 17:40,dangerous need partnered san_diego tourism authority example able afford advertisement transportation insurance staffing etc,-0.05,0.7625,Negative,"Negative,","1,",Opinion,0.032972018,"ORGANIZATION-San Diego Tourism Authority,",['San Diego Tourism Authority']
I would scrap this concept in it's entirety.,24,10,128,8/31/2017 17:40,scrap concept entirety,0,0,Positive,"Negative,","1,",Fact,0.098066709,,[]
I do not like it.,24,12,128,8/31/2017 17:41,like,0,0,Positive,"Negative,","1,",Fact,0.131798618,,[]
This is a great idea to activate the area and deter unwanted uses.,35,17,129,8/31/2017 18:18,great_idea activate area deter unwanted uses,0.8,0.75,Positive,"Positive,","3,",Opinion,0.069047619,,[]
positively,35,12,129,8/31/2017 18:18,positively,0.227272727,0.545454545,Positive,"Positive,","3,",Opinion,0.119487589,,[]
"Both neighborhoods need to be connected in this area, partnering with the Barrio would be critical. These kinds of submissions are negative and do not foster community and neighborly feelings.",35,5,129,8/31/2017 18:19,neighborhoods need connected area partnering barrio critical kinds submissions negative foster community neighborly feelings,-0.15,0.6,Negative,"Negative,Negative,","1,1,",Opinion,0.019197061,,[]
"For a segment, yes this would be great! the street could be narrowed and sidewalks increased (from K street to Commercial). K to Imperial is often closed for Petco Park games and events, so it's already been started.",15,6,129,8/31/2017 18:24,segment yes great street narrowed sidewalks increased k street commercial k imperial often closed petco park games events already started,0.3,0.283333333,Positive,"Negative,Negative,Negative,","1,1,1,",Fact,0.035759696,"ORGANIZATION-Imperial Petco Park,","['Imperial', 'Petco Park']"
i would not walk down 14th street until the homeless problem is addressed,15,14,131,9/3/2017 18:26,walk 14th street homeless problem addressed,-0.155555556,0.288888889,Negative,"Negative,","1,",Fact,0.112223942,"ORDINAL-14th,",[]
see previous answer,15,17,131,9/3/2017 18:27,see previous answer,-0.166666667,0.166666667,Negative,"Neutral,","2,",Fact,0.153284714,,[]
see prior comments,15,15,131,9/3/2017 18:27,see prior comments,0,0,Positive,"Positive,","3,",Fact,0.111224007,,[]
sounds good,35,6,131,9/3/2017 18:28,sounds good,0.7,0.6,Positive,"Positive,","3,",Opinion,0.083692972,,[]
not sure,35,14,131,9/3/2017 18:28,sure,-0.25,0.888888889,Negative,"Neutral,","2,",Opinion,0.09891724,,[]
"it would be cool to connect these neighborhoods,",35,12,131,9/3/2017 18:29,cool connect neighborhoods,0.35,0.65,Positive,"Positive,","3,",Opinion,0.074847661,,[]
not good.,35,10,131,9/3/2017 18:29,good,-0.35,0.6,Negative,"Negative,","1,",Opinion,0.107441779,,[]
hopefully i will not be accosted on the way over,35,17,131,9/3/2017 18:30,hopefully accosted way,0,0,Positive,"Neutral,","2,",Fact,0.095488874,,[]
People who live in the community and in nearby communities would be outside and interacting with one another. A monthly or quarterly Crafts Fair would be one possibility. I know there's a lot of creativity in the Barrio.,35,16,132,9/4/2017 20:48,people live community nearby communities outside interacting one another monthly quarterly crafts fair one possibility know lot creativity barrio,0.278787879,0.483333333,Positive,"Positive,Positive,Positive,","3,3,3,",Fact,0.048258951,"NUMBER-one,MISC-Crafts Fair,NUMBER-one,LOCATION-Barrio,",['Crafts Fair']
"Occasional street closures for markets and craft fairs, other events, would encourage and facilitate residents and visitors getting around on foot, by bicycle and by public transportation. Parking has always been problematic when I have visited the community (I don't live there or nearby). This also would be a greater incentive for others who live outside of the community to visit and explore.",35,15,132,9/4/2017 20:51,occasional street closures markets craft fairs events encourage facilitate residents visitors getting around foot bicycle public transportation parking always problematic visited community don live nearby also greater incentive others live outside community visit explore,0.092532468,0.302380952,Positive,"Negative,Negative,Negative,","1,1,1,",Fact,0.098226621,,[]